record_id,location,date_time,avg_speed,NO2_level,PM25_level,traffic_volume
1172.0,Houston,2025-08-16 04:47:25,72,159.71,107.9,7995
1173.0,San Francisco,2025-08-08 20:40:05,20,134.62,49.95,upon
1174.0,Phoenix,2025/08/18,31,197.09,96.62,five thousand
1175.0,Boston,2025-08-15 04:15:33,90,89.04,27.69,2072
1176.0,chicago,2025-08-11 15:22:20,77kmh,181.09,149.35,five thousand
1177.0,Los Angeles,2025-08-11 11:02:22,23,,113.02,1376
1178.0,san francisco,2025-08-12 22:28:50,112,55.86,43.49,eat
1179.0,Los Angeles,26-07-25,69,59.79,55.49,7935
1180.0,Phoenix,17-08-25,70,77.56,61.03,2699
1181.0,Phoenix,2025-07-26 02:32:27,55,45.86,31.22,1223
1182.0,Dallas,2025-08-05 08:40:58,33,,98.99,7852
1183.0,Houston,08-08-25,38,32.16,46.79,7276
1184.0,SEATTLE,2025-08-12 01:57:43,56,137.96,60.85,576
1185.0,Phoenix,2025-08-08 12:38:43,114kmh,188.52,-116.48,3498
1186.0,Boston,2025-08-07 06:19:13,88kmh,68.33,16.82,five thousand
1187.0,Phoenix,2025/07/31,86,72.19,62.12,audience
1188.0,SAN FRANCISCO,2025-08-18 01:58:50,103,181.98,43.96,390
1189.0,san francisco ,2025-08-14 15:36:55,94,,41.97,9012
1190.0,Miami,2025-08-07 05:00:01,47,80.93,63.85,long
1191.0,Seattle ,2025-08-21 19:55:19,40,66.66,130.54,3823
1192.0,Boston,2025/08/06,75,192.78,-51.9,base
1193.0,boston,25-07-25,63,17.86,39.18,8417
1194.0,Miami,2025-08-14 17:26:28,64,184.84,84.27,3725
1195.0,BOSTON,2025-08-20 16:42:37,34,191.94,37.05,663
1196.0,Boston,2025-08-14 20:51:11,118,Moderate,48.34,3745
1197.0,Boston ,2025-08-22 12:52:48,85,141.75,146.61,6999
1198.0,Boston,2025-08-15 03:32:19,28,,102.77,five thousand
1199.0,Houston,30-07-25,12,48.06,102.39,1494
1200.0,Houston ,NULL,29,147.63,126.03,3550
1201.0,Seattle,2025/08/15,110,119.42,147.62,1162
1202.0,new york,11-08-25,118,169.53,129.99,6632
1203.0,New Y0rk,2025-08-02 23:24:54,71,196.28,128.12,223
1204.0,LOS ANGELES,2025-08-06 18:33:42,87,109.25,68.6,3773
1205.0,San Francisco,2025-08-06 06:08:03,62,52.13,70.8,4495
1206.0,houston,2025-08-08 13:26:33,72,100.01,15.04,7691
1207.0,New York,NULL,40,80.11,29.69,4018
1208.0,Houston,2025-08-16 14:28:37,93,139.37,64.64,8205
1209.0,San Francisco,NULL,30,23.95,119.75,6885
1210.0,Seattle,04-08-25,82,191.16,-26.08,8260
1211.0,MIAMI,2025-08-24 07:11:28,53,181.78,107.6,9966
1212.0,Los Angeles,2025-08-15 06:10:21,77,107.86,62.24,9276
1213.0,Seattle,20-08-25,107,97.82,134.96,1495
1214.0,Los Angeles,2025-08-23 09:26:46,55,150.47,25.65,2586
,Boston,2025-08-11 12:49:12,31,,40.07,6616
1216.0,Houston,2025-07-30 20:08:45,23,25.18,73.54,8125
1217.0,NEW YORK ,2025-08-14 23:47:43,59,21.51,107.61,1533
1218.0,phoenix,2025-08-07 15:25:15,13,98.99,97.49,9209
1219.0,NEW YORK,2025-08-03 15:21:53,19,60.57,102.4,around
1220.0,Seattle,2025-08-03 10:20:30,106kmh,18.3,116.53,act
1221.0,New York,2025-07-26 22:12:11,113,53.83,50.94,five thousand
1222.0,Dallas,2025-08-06 13:40:27,79,176.39,72.98,2560
1223.0,Chicag0,2025/08/15,87,,-91.77,4951
1224.0,San Francisco,NULL,101,124.21,131.51,6091
1225.0,New York,2025-08-15 06:35:57,113,low,88.16,6902
232.0,Seattle,2025-08-10 21:38:22,52,189.45,104.31,2138
1227.0,Boston,2025-08-23 16:19:30,80,,130.34,6794
1228.0,Houston,2025-08-18 16:29:18,80,76.61,63.41,1199
1229.0,Boston,2025-08-22 20:35:36,81,83.84,96.09,5695
977.0,houston ,2025/08/09,90,170.88,47.99,6726
2201.0,boston,2025-08-05 02:30:03,109,156.52,117.46,7065
1232.0,Miami,2025-08-16 20:56:18,67,188.38,54.4,five thousand
1233.0,Seattle,2025-08-07 11:20:16,78kmh,137.29,120.39,7274
1234.0,Los Angeles,2025-08-19 14:39:39,37,127.52,26.88,780
28.0,Phoenix,NULL,75,147.03,32.81,5743
1236.0,PHOENIX,2025-08-10 04:15:27,51,19.19,57.55,9803
1237.0,Boston,2025-07-28 16:26:38,32,,66.16,6565
,Seattle,2025-08-17 04:57:39,87,196.81,6.66,2324
1239.0,Los Angeles,2025/07/27,64,100.18,74.13,1541
1240.0,Chicag0,2025-07-27 01:14:28,10,62.09,98.63,9668
1241.0,Phoenix,29-07-25,17,109.38,142.01,325
1242.0,Los Angeles,2025-08-14 08:44:46,119,47.5,41.66,8321
1243.0,san francisco,2025-07-28 00:22:34,119,147.71,13.58,2585
1244.0,Dallas,2025/07/26,87,158.27,21.63,5562
1245.0,Boston ,2025-08-19 04:25:21,85,167.74,45.07,8762
1246.0,Houston,2025-08-09 05:36:59,103,84.81,131.91,6602
1247.0,SAN FRANCISCO,2025-08-22 21:49:35,24,173.19,23.28,939
1248.0,boston,14-08-25,10,118.2,143.0,9345
1249.0,Boston,2025-07-27 09:50:06,34,13.91,43.09,9736
1250.0,San Francisc0,2025-07-31 04:01:49,64,44.46,139.3,2390
1251.0,H0ust0n,2025-08-17 15:23:30,76,53.4,94.99,7053
674.0,houston,2025-07-28 11:59:11,85kmh,149.57,123.81,307
1253.0,Phoenix,2025-08-17 18:05:07,58,123.6,116.24,4788
1254.0,miami,2025-08-13 19:49:01,70,62.67,101.97,2095
1255.0,Los Angeles,2025-08-23 23:37:41,94,47.98,34.06,6537
1256.0,Seattle,2025/07/29,69,27.8,57.13,6548
1257.0,Boston,2025-08-23 14:17:55,97,,24.99,5507
1258.0,DALLAS,31-07-25,112,102.4,95.97,436
1259.0,HOUSTON,2025-08-07 03:30:17,28,76.84,-138.54,3958
1260.0,san francisco,14-08-25,16,100.37,58.02,1723
1261.0,Chicago,2025-08-06 17:25:56,102,115.71,65.74,4491
1262.0,Seattle,2025-08-17 16:13:55,101,167.67,96.37,9355
1263.0,los angeles,2025-08-06 16:21:50,40,187.89,18.33,4326
1264.0,San Francisco,2025-08-23 00:27:50,83,116.42,128.32,834
1265.0,chicago,2025-08-14 23:29:34,33,105.61,88.49,2541
1266.0,dallas,NULL,33,90.43,41.89,2599
1267.0,Miami,2025/08/24,101kmh,173.26,28.21,2796
1268.0,CHICAGO,2025-07-27 04:00:02,99,199.5,140.59,6089
1269.0,boston,2025-08-23 04:13:22,105,178.46,133.23,3293
1270.0,san francisco,2025-08-06 00:50:05,68,91.5,56.29,mind
1271.0,DALLAS,2025-08-20 02:28:23,75,22.22,29.36,worker
1272.0,Boston,2025-08-19 21:40:40,107,115.15,41.09,2172
1273.0,LOS ANGELES,21-08-25,31,,18.99,7894
1274.0,Los Angeles,2025-08-18 09:17:39,86kmh,55.28,9.58,1242
1275.0,seattle,2025-08-16 19:54:38,38,103.22,29.51,9456
1276.0,Houston,2025/07/27,32,45.76,131.68,6048
1277.0,Houston,2025-07-29 21:31:28,100,73.06,119.21,1058
1278.0,Dallas,2025-08-10 23:35:50,28,,47.8,3834
1279.0,Phoenix,2025/07/29,31,65.71,131.4,ago
1280.0,Dallas,2025-07-31 15:39:47,99kmh,55.92,-108.67,7872
1281.0,Los Angeles,2025-08-09 06:41:31,61,120.85,66.62,five thousand
1282.0,Boston,2025-07-30 16:30:41,80,68.05,104.92,8372
1283.0,Dallas,2025-08-21 06:01:44,55kmh,88.42,114.01,2057
1284.0,boston,2025-08-03 05:27:42,64,155.32,104.78,775
1285.0,boston,2025-08-03 10:53:41,14,131.65,55.79,8375
1286.0,New York,2025-08-11 13:38:14,102,181.17,90.87,3683
1287.0,Phoenix,22-08-25,89,,36.8,4512
1288.0,phoenix,10-08-25,110,128.65,142.36,8806
1289.0,seattle,2025-08-08 11:54:54,78,189.24,16.95,5537
1290.0,houston,2025-08-11 02:08:37,39,,16.63,3286
1291.0,Houston,2025-08-24 07:44:38,51,183.84,125.04,6853
1292.0,HOUSTON,2025-07-29 08:53:10,83,92.78,83.26,4624
1293.0,Boston,2025-07-31 03:22:39,28,98.69,93.06,2412
1294.0,MIAMI,2025/08/18,83kmh,45.12,26.7,2120
1295.0,HOUSTON,2025-08-13 07:03:32,99,65.38,27.79,6234
1296.0,Los Angeles,2025-07-28 14:35:33,23,126.21,51.68,3427
1297.0,Phoenix,2025-07-28 08:34:51,30,75.57,108.26,2231
1298.0,San Francisco,2025-08-20 20:52:40,35,62.55,96.17,783
1299.0,San Francisc0,2025-08-23 18:33:05,118,195.94,14.22,3042
1300.0,Boston,2025/08/06,44,67.96,15.74,9195
1301.0,Dallas,2025-08-13 06:52:55,57,high,7.86,9130
1302.0,Miami,2025-07-31 18:06:52,39,14.51,144.14,8620
1303.0,New York,2025-08-10 14:28:14,107,,95.62,3061
1304.0,MIAMI,2025-08-18 04:07:29,43,13.68,85.35,per
1305.0,Boston,2025/08/24,67,141.91,122.79,1482
1306.0,Miami,2025-08-04 05:37:28,50,,84.78,8435
3.0,CHICAGO,2025-08-19 16:08:25,91,159.15,130.56,606
1308.0,Los Angeles,2025-08-16 01:57:47,88,79.47,123.76,9438
1309.0,new york,2025/07/26,117,168.0,138.05,five thousand
1310.0,Boston,2025-08-22 19:20:31,114,107.45,127.45,3874
1311.0,Chicago ,2025-08-22 03:12:30,42,57.02,77.07,kitchen
1312.0,miami,2025-08-09 22:50:14,21,96.74,101.8,3759
1313.0,New York,2025/08/04,67,102.9,19.28,7118
1314.0,Miami,15-08-25,39,84.99,125.94,1357
1315.0,Phoenix ,2025-08-10 03:24:00,24,119.68,130.04,7997
1316.0,Boston,2025-07-30 08:45:08,36,90.24,49.53,5948
1317.0,Boston,2025/07/28,15,155.32,39.62,8294
1318.0,Miami,2025-08-15 13:39:15,63,185.62,-78.78,961
1319.0,Phoenix,2025-08-24 11:47:11,88,87.28,100.01,9495
138.0,miami,2025-08-20 14:01:51,81,191.55,11.68,5295
1321.0,New York,2025-08-13 10:42:17,30,96.27,128.71,6297
1322.0,DALLAS,2025-07-28 07:58:37,48,175.41,31.49,8082
1323.0,Los Angeles,2025-07-28 09:27:28,38kmh,148.35,130.4,173
1324.0,Seattle,2025-07-26 09:36:26,86,57.73,-70.39,east
1325.0,New York,2025-08-21 17:18:23,87,97.8,112.76,6188
1326.0,Boston,2025-08-24 09:54:38,74,33.43,82.22,9438
,Phoenix,2025-08-02 17:51:54,100,52.14,33.98,7928
1328.0,phoenix,2025-07-25 23:40:43,108kmh,115.56,142.68,9198
1329.0,NEW YORK,2025-08-04 10:11:04,79,,76.49,3026
1330.0,Chicago,2025-07-28 08:06:24,49kmh,,35.28,3533
1331.0,BOSTON,2025-07-28 19:35:52,35,,15.25,2342
1332.0,Phoenix,2025-07-28 03:35:24,78,111.71,143.51,5044
1333.0,Boston,2025-08-16 01:22:28,36,75.45,11.55,6059
1334.0,Los Angeles,2025-08-09 23:22:10,108,119.15,40.68,1262
1335.0,Phoenix,2025-08-06 01:34:46,41,158.59,79.52,7903
1336.0,BOSTON ,18-08-25,91,,39.75,1423
1337.0,SAN FRANCISCO,2025-08-15 05:01:45,77,Moderate,146.66,8115
1338.0,new york,2025-08-03 02:30:48,50,115.74,144.23,8908
1339.0,Dallas,2025-08-20 20:15:15,53,103.48,131.34,five thousand
1340.0,Dallas,2025-07-31 10:36:38,40,142.84,-28.66,2403
1341.0,chicago,2025-08-17 00:12:46,70,190.45,80.48,5420
1342.0,New York,2025/07/31,85,140.95,43.99,five thousand
1343.0,Los Angeles,2025-08-06 04:05:36,54kmh,56.5,16.02,8601
1344.0,Seattle,21-08-25,68,107.73,49.77,2465
1345.0,Miami,2025-08-17 23:08:19,60,196.51,131.45,825
1346.0,Miami,2025-08-05 17:50:11,79,,57.92,6508
1347.0,Los Angeles,NULL,27,183.62,73.52,8920
405.0,Miami,2025-07-27 01:36:19,73,,144.61,1119
1349.0,Miami,2025-08-02 11:56:23,73,164.95,107.97,3181
1350.0,Dallas,2025-08-10 01:06:50,118,106.91,86.19,five thousand
1351.0,Chicago,2025-08-15 14:32:22,33,23.16,111.54,4564
1352.0,San Francisc0,20-08-25,81,168.44,109.28,five thousand
1353.0,Miami,2025-08-21 13:24:44,94,,-62.02,public
1354.0,Dallas,2025-08-22 08:39:22,59,66.12,18.72,8326
1355.0,Seattle,2025-08-22 10:09:54,35,134.86,128.06,8597
1356.0,HOUSTON,NULL,72,,138.29,2328
1357.0,Los Angeles,2025-07-28 15:57:39,31,37.99,111.45,1276
1358.0,Houston,2025-08-21 06:37:04,39kmh,11.52,126.71,3997
1359.0,miami,2025-08-05 23:01:34,93,185.13,53.15,2555
227.0,new york,2025-08-18 03:43:23,47,170.52,117.69,five thousand
1361.0,Chicago,2025-08-05 18:46:10,21,169.55,8.51,3685
1362.0,CHICAGO,2025-08-09 10:34:13,41,176.22,118.41,1821
1363.0,Chicago,2025-08-09 18:39:40,89,196.09,103.41,360
1364.0,dallas,2025-07-26 14:27:57,95kmh,126.55,24.47,8351
2250.0,Seattle,2025/08/13,59,72.51,119.1,8556
1366.0,Los Angeles,2025-08-16 12:19:56,61,low,99.55,3955
499.0,Miami,2025-07-29 06:04:08,21,146.0,68.8,9062
1368.0,San Francisco,11-08-25,22,13.53,58.88,8708
1369.0,LOS ANGELES,2025-08-10 02:17:55,26,65.33,121.57,5122
1370.0,Dallas,2025/08/23,41,,98.27,8379
1371.0,l0s angeles,2025-08-03 03:25:59,86,121.65,46.03,6678
1372.0,Chicago,2025-08-08 21:33:38,118,,122.95,8121
1373.0,Seattle,2025-07-30 10:35:59,101,53.63,49.45,8336
1374.0,Miami,2025-08-03 00:09:47,87,20.25,136.94,8152
1375.0,Miami,2025-07-30 22:06:58,104,153.56,117.21,boy
1376.0,Phoenix,2025-08-09 21:48:26,19,69.92,101.35,734
1377.0,Houston,2025-08-05 10:12:11,20,35.12,63.85,five thousand
1378.0,Dallas,2025-08-01 23:25:35,81,23.6,74.42,1726
1379.0,New York,2025-07-28 16:49:42,13,165.17,137.09,9278
1380.0,San Francisco,2025-07-26 03:34:38,73,181.53,141.84,122
1381.0,Dallas,2025-08-18 13:19:54,36,128.03,62.89,4670
1382.0,Miami,2025-08-01 08:09:44,96,med,13.91,9860
1383.0,Phoenix,2025-08-15 22:02:43,90,69.69,74.56,2997
1384.0,MIAMI,2025-08-11 17:58:15,85,92.07,114.2,3446
1385.0,Houston,08-08-25,73,,121.35,742
1386.0,Los Angeles,2025-07-27 16:59:46,119kmh,12.8,45.61,3357
1774.0,phoenix,2025-08-18 12:18:38,119,199.07,22.04,473
1388.0,Boston,2025-08-10 22:01:18,105,181.36,56.24,7947
1389.0,Dallas,2025-08-06 13:15:35,46,11.47,50.58,8428
1390.0,new york,2025-08-01 10:07:03,91,70.45,9.0,6316
1391.0,Boston,2025-08-05 03:24:00,119,92.36,91.47,beat
1392.0,Miami,2025-08-21 01:12:40,35,80.37,32.35,5133
1393.0,Dallas,2025-08-01 23:21:40,39,80.68,-69.3,7098
1394.0,San Francisco,2025-08-11 01:05:03,77,120.66,47.14,3530
1395.0,NEW YORK,2025-08-01 02:40:33,56,136.1,128.04,4644
1396.0,seattle,2025-08-15 02:03:19,120,100.07,31.6,8100
1397.0,San Francisco,22-08-25,99,174.84,34.45,4901
162.0,Chicago,2025-08-08 11:29:04,24,122.69,11.15,3493
1399.0,Miami,2025-07-30 12:21:31,70,148.24,58.31,5369
1400.0,San Francisco,2025-08-01 17:13:42,109kmh,57.3,38.82,would
,Miami,2025-08-09 21:19:02,65,87.1,20.4,3532
1402.0,San Francisco,2025/07/30,64,65.52,88.72,five thousand
1403.0,Boston,2025-08-03 10:47:22,79,169.42,41.33,7556
1404.0,Seattle,2025/08/09,115,27.7,5.88,avoid
1349.0,Houston,2025-07-30 12:27:40,92,167.83,121.47,4823
1406.0,Houston,2025-08-23 09:10:07,101,52.76,146.38,4986
1407.0,HOUSTON,2025-08-08 11:49:59,50,68.65,13.35,817
1408.0,Seattle,2025-08-13 00:24:40,99,119.4,61.19,2485
1409.0,new york,2025-08-15 14:42:34,37,196.94,132.19,7282
1410.0,San Francisco,2025-08-23 16:10:13,74,82.99,46.7,3052
1411.0,Los Angeles,2025-08-14 17:47:13,37,174.53,127.97,7850
1412.0,Chicago,2025/08/14,70,133.7,140.23,564
1413.0,Boston,2025-08-14 14:49:12,43,156.81,14.49,7736
1414.0,Seattle,2025-08-13 20:55:13,25,114.41,43.15,3119
1415.0,Seattle,2025-08-22 23:09:19,85,27.73,129.7,6046
1416.0,Los Angeles,2025-08-13 19:35:09,53,34.63,44.11,1082
1417.0,new york,2025-08-04 06:05:13,50kmh,126.95,91.9,6355
1418.0,Boston,2025-07-28 15:21:59,63,19.78,11.41,3721
1419.0,New York,26-07-25,115,187.82,50.76,1664
1420.0,NEW YORK,2025/08/10,38,68.33,147.08,9227
1421.0,chicago,2025-08-22 23:16:31,55,high,109.68,1882
1422.0,Houston,27-07-25,120,189.26,44.35,with
1423.0,New York,2025-08-23 02:42:18,77,152.12,19.9,3651
1424.0,Los Angeles,2025-07-28 10:46:25,40,59.56,75.44,9297
1425.0,Dallas,2025-08-07 07:53:32,76,183.09,57.38,1884
1426.0,Los Angeles,2025-08-23 10:36:45,97,183.04,68.36,4084
1427.0,New York,20-08-25,89,62.51,6.94,8563
1428.0,Miami,2025-08-03 21:07:02,51,Moderate,84.73,9042
1429.0,Miami,2025-08-02 02:17:03,17,22.3,42.0,6457
1430.0,MIAMI,2025-08-03 20:16:36,39,17.95,61.54,9944
1431.0,San Francisco,2025/08/13,115,109.2,99.94,2860
,chicago,13-08-25,87,,51.84,many
1433.0,Los Angeles,27-07-25,40,95.93,100.54,five thousand
1434.0,Ph0enix,2025-08-13 06:55:52,29,168.45,35.26,9532
1435.0,Chicago,2025-07-26 19:48:58,57,80.84,112.57,1244
1436.0,New York,2025-07-28 12:07:53,54,149.7,37.68,3336
1437.0,New York,2025-08-14 07:09:44,14,59.72,32.38,8161
1438.0,Seattle ,2025-08-17 17:44:50,77,Moderate,48.87,1723
1439.0,Dallas,2025-08-04 14:50:48,14,84.3,32.65,2632
1440.0,san francisco,2025-08-20 07:54:50,83kmh,140.33,101.06,7127
1441.0,Miami,2025-07-29 23:28:12,102,102.53,79.74,6295
1442.0,Seattle,2025-08-14 17:24:32,61kmh,,-42.22,3646
1443.0,seattle,2025-08-24 08:18:54,16,144.04,109.67,2196
1444.0,Phoenix,2025-08-07 14:41:00,41,69.57,143.45,6147
1445.0,los angeles,2025-08-06 12:09:07,91,196.04,56.05,9982
1446.0,Seattle,2025-08-10 04:06:09,21,135.05,80.07,4030
1447.0,Seattle,2025-08-03 13:49:33,90,95.88,64.18,2398
1448.0,SEATTLE,2025-07-26 12:33:43,109,144.24,88.37,4556
1449.0,Boston,2025-08-03 04:24:59,119kmh,12.96,-25.65,1650
1450.0,houston,2025-08-12 22:54:23,22,43.85,27.68,3419
1451.0,new y0rk,2025-08-20 10:14:26,42,51.77,41.96,3731
1452.0,Boston,2025-08-20 21:22:13,10,23.66,20.53,6118
1453.0,dallas,2025-08-19 22:52:52,94,73.21,5.16,6134
1454.0,Seattle,13-08-25,119,117.63,83.71,6421
1455.0,seattle,2025-07-26 13:12:43,36,high,114.63,2632
1456.0,San Francisco,2025-08-10 22:09:27,27,30.92,85.25,2944
1457.0,Seattle,29-07-25,14,,53.53,1927
1458.0,Houston,10-08-25,73,113.33,51.71,9638
1459.0,Dallas,2025-07-28 13:17:30,61,25.07,59.69,5563
1460.0,Miami,2025-08-17 02:49:03,14,65.87,-143.48,4701
1461.0,Seattle,2025-08-02 20:20:30,90,177.55,148.53,9374
1462.0,san francisco,2025/07/29,113,44.71,130.24,4675
1463.0,boston,2025-08-06 13:55:27,28,74.55,53.58,1696
1464.0,Phoenix,2025-08-07 22:11:55,88,177.82,68.95,1377
1465.0,San Francisco,2025-08-20 23:28:24,19,189.44,-145.83,meeting
1466.0,Phoenix,2025-07-27 13:39:10,67,,114.29,6779
1467.0,Houston,2025-08-01 09:19:07,91,59.64,122.21,4833
1468.0,Dallas,11-08-25,14kmh,med,52.3,4455
1469.0,Seattle,2025-08-19 17:33:17,86,110.91,94.64,442
1470.0,Chicago,2025-08-20 07:50:33,58,95.7,117.04,8141
1471.0,CHICAGO,2025-08-06 05:31:57,66,151.45,54.11,1841
1354.0,Miami,2025-08-11 19:28:56,41,66.1,116.85,8267
1473.0,New York,2025-08-18 11:09:58,116,130.23,33.84,3441
1482.0,Miami,2025-07-28 11:49:45,100,114.82,12.57,7756
288.0,Miami,12-08-25,107kmh,34.83,12.29,4067
1476.0,Los Angeles,2025-08-10 11:24:29,116,53.92,124.75,4377
1477.0,HOUSTON,2025-08-12 12:58:46,91,,100.35,8585
1478.0,Seattle,2025-08-12 06:49:10,48,60.74,64.85,3509
1479.0,Chicago,07-08-25,36,108.25,57.07,2009
1480.0,Houston,2025-08-03 15:08:36,14,148.38,32.4,3030
1481.0,San Francisco,2025/08/23,81,,100.07,4741
1482.0,LOS ANGELES,2025-08-16 14:42:25,23,175.13,18.29,169
1483.0,SEATTLE,2025/07/29,20,162.71,39.23,4811
1484.0,chicago,2025-08-23 03:56:30,82,122.47,48.97,8741
1485.0,Boston,2025-08-01 14:09:54,72,143.41,98.99,3245
1486.0,Seattle,2025-08-09 07:55:52,72,high,75.21,6558
1487.0,New York,2025-08-14 11:39:07,118,73.97,5.13,8379
1488.0,Chicago,2025-07-28 22:44:42,109,57.74,133.08,2615
1601.0,Chicago,2025-08-13 12:56:32,72,62.42,112.3,7402
1490.0,MIAMI,NULL,86,133.71,-113.22,847
1491.0,Seattle ,2025/08/01,118kmh,,47.26,5747
1492.0,Houston ,2025-08-12 05:28:24,33,137.77,49.25,4627
1493.0,boston,2025-08-08 03:56:05,36,50.1,73.41,6415
1494.0,Los Angeles,2025-07-26 07:58:28,112,66.83,11.66,1762
1495.0,Houston,2025-07-27 11:03:43,115,131.84,47.67,8602
1496.0,Boston,2025-08-22 19:38:15,78,129.86,126.08,five thousand
1497.0,Houston,2025-08-11 13:16:31,102,83.21,106.15,420
1498.0,New York,2025-08-14 18:53:22,76,77.74,81.59,8508
1499.0,Phoenix,2025-07-31 08:00:14,115,high,148.45,5490
1500.0,Dallas,2025/08/09,17,146.08,149.47,3178
1501.0,Houston,2025-08-04 20:48:16,36,97.81,122.69,7840
1502.0,Chicag0,2025-08-18 03:09:04,49,,23.06,4221
1503.0,Dallas,2025-08-03 10:16:18,60,15.26,-88.05,7150
1504.0,Houston,2025-08-18 23:27:45,82kmh,181.15,8.21,4246
1505.0,Houston,2025-08-10 15:03:12,105kmh,low,26.13,9808
143.0,Miami,2025-07-25 20:27:39,15,134.56,21.85,742
1507.0,Chicago,2025-08-08 12:05:30,58kmh,38.73,131.01,1684
1508.0,LOS ANGELES,2025-08-15 05:44:24,83,18.34,20.07,6842
1509.0,Dallas,2025-08-21 21:47:22,76,28.19,23.66,547
1510.0,Miami,2025-08-07 16:14:51,51,76.38,116.92,451
1511.0,San Francisco,2025/08/16,15,188.72,120.62,2339
1512.0,boston,2025-08-14 18:32:45,39,,147.71,2173
1513.0,San Francisco,2025-08-22 00:35:04,37,med,54.11,7660
1514.0,phoenix,2025-08-06 11:12:49,92,42.15,117.71,1829
1515.0,Houston,2025-08-18 01:18:13,86,71.57,124.58,7859
1516.0,phoenix,2025-08-23 22:16:41,91,32.99,139.53,8569
1517.0,SEATTLE,2025-08-14 20:45:15,78,,39.44,1388
1518.0,New York,2025-08-19 23:48:30,117,99.96,100.68,2053
1519.0,Seattle,2025-08-04 06:35:24,64,154.09,98.36,7640
1520.0,Dallas,29-07-25,47,195.78,-106.5,1293
1521.0,Los Angeles,2025-08-02 14:08:28,68,24.64,106.87,7244
1522.0,New York,2025-08-12 22:58:33,53,96.3,107.23,782
1523.0,Los Angeles,2025-07-30 01:27:19,18,57.8,95.67,657
1524.0,Miami,2025-08-02 17:33:17,119,83.25,49.25,5293
1525.0,Dallas,2025-07-29 21:14:10,70,,18.01,4439
1526.0,Phoenix,2025-08-08 12:01:54,91,low,-37.91,7043
1527.0,Chicago ,2025-08-14 19:40:43,107kmh,,41.48,5153
1528.0,Seattle ,2025-08-05 04:48:18,20,15.51,61.36,4488
1529.0,san francisco,2025-08-10 23:38:32,28,64.91,35.72,7091
1530.0,SAN FRANCISCO ,2025-08-11 04:35:17,51kmh,,68.03,9960
1531.0,Seattle,2025-07-30 00:46:39,91,163.55,124.83,5771
1532.0,Phoenix,2025-08-15 14:25:30,58,82.27,10.67,9132
1533.0,Seattle,2025-08-08 01:49:16,92,21.18,138.22,2930
1534.0,los angeles,2025-08-13 11:05:36,74,64.6,14.23,7113
1535.0,NEW YORK,2025-08-07 14:35:53,113kmh,143.88,44.33,8599
1536.0,Miami,2025-08-12 17:18:07,30,37.68,18.79,send
1537.0,Los Angeles,2025-08-01 18:16:17,67,187.08,116.02,5849
1538.0,SEATTLE,15-08-25,116,152.02,119.15,9117
,DALLAS,2025-08-12 05:54:15,105,101.5,25.76,7995
1540.0,phoenix,2025-08-15 06:14:13,50,66.0,92.63,2331
1541.0,chicago,2025-08-24 01:52:47,51,,80.01,4729
1542.0,New York ,2025-08-09 23:20:59,11,131.48,17.48,7889
1543.0,Los Angeles,2025-07-28 07:57:18,46,101.05,53.71,4343
1544.0,Phoenix,2025-08-09 20:28:08,102,81.33,80.46,9863
1545.0,DALLAS,2025-08-05 01:52:39,93,low,114.44,9009
1546.0,san francisco,2025-08-10 07:04:52,18,,83.57,9761
1547.0,new york ,14-08-25,45,41.54,136.5,5197
1548.0,Boston,17-08-25,69kmh,57.54,30.85,715
1549.0,Chicago,2025-08-12 22:49:48,33,27.75,86.98,8780
1550.0,Boston,2025-08-15 02:57:21,58,126.1,78.18,1374
1551.0,Seattle,2025-08-08 01:01:48,59,15.01,104.41,8537
1552.0,los angeles,2025/08/07,12,,117.57,five thousand
1553.0,San Francisco,NULL,64,162.05,128.97,8487
1554.0,San Francisco,2025-08-02 09:37:54,75,172.98,148.37,2247
1555.0,Miami,2025-08-07 19:28:58,31,146.48,27.75,5536
1281.0,Miami,31-07-25,101,193.91,132.45,247
1557.0,PHOENIX,2025/08/04,38,97.48,122.21,3648
1558.0,Dallas,2025-08-05 23:29:25,85,161.65,139.87,6116
1559.0,phoenix,2025-08-17 10:23:10,63kmh,,74.74,2760
1560.0,Boston,2025-07-27 18:42:52,10,183.98,27.09,5806
1561.0,Miami,2025-08-10 15:38:48,60,55.04,41.32,3360
1562.0,CHICAGO,2025/08/04,78,140.83,-92.74,6057
2451.0,phoenix,2025-08-20 06:14:39,61,58.22,77.19,6723
1564.0,San Francisco,2025-08-12 08:51:04,117,78.04,55.33,811
1565.0,Los Angeles,2025-08-08 05:04:33,82kmh,189.78,42.25,5353
1566.0,Seattle,2025-08-07 10:13:29,115,180.21,61.39,9238
1567.0,new york,2025-07-29 09:00:02,71,121.22,112.44,8139
1568.0,San Francisco,2025-08-18 21:45:36,72,181.36,123.96,5485
1569.0,boston,2025-08-20 16:09:33,120kmh,182.32,124.38,8402
1570.0,Dallas,2025-07-28 12:32:35,25,48.87,44.09,five thousand
1571.0,Houston,2025-08-13 17:43:12,69,190.04,7.19,five thousand
1572.0,New York,2025/07/27,98,61.76,56.35,9501
1573.0,Chicago,2025-07-28 21:22:39,110kmh,190.33,30.2,8391
1574.0,PHOENIX,2025-08-06 04:53:29,92,30.03,34.18,5223
1575.0,Dallas,2025-08-09 03:59:57,90,74.91,126.5,689
